Session_ID_128,temporal_behavior,network_selection,address_selection
10525,periodic,inconsistent,unknown
55801,periodic,inconsistent,unknown
2815,intermittent,inconsistent,unknown
42160,periodic,inconsistent,unknown
62489,periodic,inconsistent,unknown
30376,periodic,inconsistent,unknown
42900,intermittent,inconsistent,unknown
917,intermittent,inconsistent,unknown
29015,intermittent,single prefix,structured
20727,periodic,inconsistent,unknown
29328,periodic,dependent,unknown
34273,periodic,inconsistent,unknown
1800,intermittent,inconsistent,unknown
22492,periodic,inconsistent,unknown
33229,periodic,inconsistent,unknown
36521,periodic,inconsistent,unknown
49653,periodic,independent,unknown
85295,periodic,independent,structured
51330,periodic,inconsistent,unknown
36522,periodic,inconsistent,unknown
35307,periodic,independent,unknown
84574,intermittent,single prefix,structured
57042,periodic,inconsistent,unknown
58076,intermittent,single prefix,structured
39647,one-off,single prefix,structured
51331,periodic,inconsistent,unknown
85296,periodic,independent,structured
52313,periodic,inconsistent,unknown
50349,periodic,inconsistent,unknown
49262,periodic,inconsistent,unknown
63683,one-off,single prefix,structured
29329,periodic,dependent,unknown
25257,periodic,inconsistent,unknown
55802,periodic,inconsistent,unknown
54850,periodic,inconsistent,unknown
15549,periodic,inconsistent,unknown
49263,periodic,inconsistent,unknown
4060,periodic,inconsistent,unknown
35308,periodic,independent,unknown
23561,one-off,single prefix,structured
8625,periodic,inconsistent,unknown
71,periodic,independent,unknown
9472,periodic,inconsistent,unknown
42161,periodic,inconsistent,unknown
28988,intermittent,dependent,random
60814,periodic,inconsistent,unknown
85297,periodic,independent,structured
60314,periodic,single prefix,structured
2816,intermittent,inconsistent,unknown
1801,intermittent,inconsistent,unknown
53710,periodic,independent,unknown
30377,periodic,inconsistent,unknown
29330,periodic,dependent,unknown
17586,periodic,inconsistent,unknown
66080,periodic,inconsistent,unknown
14464,periodic,inconsistent,unknown
46172,intermittent,inconsistent,unknown
71351,periodic,independent,unknown
19476,periodic,independent,unknown
32454,periodic,independent,unknown
68888,periodic,independent,unknown
76488,periodic,independent,unknown
75256,periodic,independent,unknown
44898,periodic,independent,unknown
82641,periodic,independent,unknown
33230,periodic,inconsistent,unknown
74025,periodic,independent,unknown
70121,periodic,independent,unknown
72576,periodic,independent,unknown
78949,periodic,independent,unknown
80179,periodic,independent,unknown
81410,periodic,independent,unknown
48284,periodic,inconsistent,unknown
64294,periodic,inconsistent,unknown
77720,periodic,independent,unknown
12695,periodic,inconsistent,unknown
27951,intermittent,single prefix,structured
54851,periodic,inconsistent,unknown
64077,periodic,independent,structured
6643,periodic,inconsistent,unknown
13638,intermittent,inconsistent,unknown
49654,periodic,independent,unknown
59292,periodic,inconsistent,unknown
51248,intermittent,single prefix,structured
85298,periodic,independent,structured
918,intermittent,inconsistent,unknown
29331,periodic,dependent,unknown
32455,periodic,independent,unknown
24294,periodic,inconsistent,unknown
8626,periodic,inconsistent,unknown
20728,periodic,inconsistent,unknown
31332,intermittent,inconsistent,unknown
35227,periodic,single prefix,structured
22493,periodic,inconsistent,unknown
27330,one-off,single prefix,structured
25258,periodic,inconsistent,unknown
13570,one-off,single prefix,structured
62490,periodic,inconsistent,unknown
50350,periodic,inconsistent,unknown
2817,intermittent,inconsistent,unknown
85299,periodic,independent,structured
57043,periodic,inconsistent,unknown
29332,periodic,dependent,unknown
4061,periodic,inconsistent,unknown
60815,periodic,inconsistent,unknown
59293,periodic,inconsistent,unknown
50351,periodic,inconsistent,unknown
71352,periodic,independent,unknown
19477,periodic,independent,unknown
36171,periodic,independent,unknown
68889,periodic,independent,unknown
76489,periodic,independent,unknown
75257,periodic,independent,unknown
44899,periodic,independent,unknown
82642,periodic,independent,unknown
74026,periodic,independent,unknown
49655,periodic,independent,unknown
70122,periodic,independent,unknown
72577,periodic,independent,unknown
78950,periodic,independent,unknown
80180,periodic,independent,unknown
81411,periodic,independent,unknown
46173,intermittent,inconsistent,unknown
64295,periodic,inconsistent,unknown
77721,periodic,independent,unknown
34274,periodic,inconsistent,unknown
92087,intermittent,single prefix,structured
42901,intermittent,inconsistent,unknown
16409,periodic,inconsistent,unknown
72,periodic,independent,unknown
57044,periodic,inconsistent,unknown
52314,periodic,inconsistent,unknown
85300,periodic,independent,structured
43944,intermittent,dependent,random
43672,intermittent,dependent,random
43747,intermittent,dependent,random
44019,intermittent,dependent,random
43851,intermittent,dependent,random
42162,periodic,inconsistent,unknown
10526,periodic,inconsistent,unknown
26399,periodic,inconsistent,unknown
53711,periodic,independent,unknown
27752,one-off,single prefix,structured
48285,periodic,inconsistent,unknown
31333,intermittent,inconsistent,unknown
60307,intermittent,single prefix,structured
85301,periodic,independent,structured
17587,periodic,inconsistent,unknown
29333,periodic,dependent,unknown
34275,periodic,inconsistent,unknown
54852,periodic,inconsistent,unknown
2818,intermittent,inconsistent,unknown
35309,periodic,independent,unknown
36172,periodic,independent,unknown
13639,intermittent,inconsistent,unknown
84582,periodic,single prefix,structured
66081,periodic,inconsistent,unknown
20729,periodic,inconsistent,unknown
26400,periodic,inconsistent,unknown
43907,periodic,single prefix,random
9473,periodic,inconsistent,unknown
49505,intermittent,single prefix,structured
1802,intermittent,inconsistent,unknown
8627,periodic,inconsistent,unknown
85302,periodic,independent,structured
7683,periodic,inconsistent,unknown
32456,periodic,independent,unknown
33231,periodic,inconsistent,unknown
54853,periodic,inconsistent,unknown
35310,periodic,independent,unknown
49264,periodic,inconsistent,unknown
30378,periodic,inconsistent,unknown
29334,periodic,dependent,unknown
65292,intermittent,single prefix,structured
52315,periodic,inconsistent,unknown
5579,periodic,inconsistent,unknown
7684,periodic,inconsistent,unknown
42902,intermittent,inconsistent,unknown
58622,one-off,single prefix,structured
71353,periodic,independent,unknown
19478,periodic,independent,unknown
68890,periodic,independent,unknown
76490,periodic,independent,unknown
75258,periodic,independent,unknown
15550,periodic,inconsistent,unknown
44900,periodic,independent,unknown
82643,periodic,independent,unknown
74027,periodic,independent,unknown
16410,periodic,inconsistent,unknown
70123,periodic,independent,unknown
72578,periodic,independent,unknown
78951,periodic,independent,unknown
80181,periodic,independent,unknown
81412,periodic,independent,unknown
64296,periodic,inconsistent,unknown
77722,periodic,independent,unknown
43908,periodic,single prefix,random
36523,periodic,inconsistent,unknown
919,intermittent,inconsistent,unknown
60816,periodic,inconsistent,unknown
39906,one-off,single prefix,structured
3868,intermittent,single prefix,structured
7685,periodic,inconsistent,unknown
73,periodic,independent,unknown
2819,intermittent,inconsistent,unknown
20730,periodic,inconsistent,unknown
10527,periodic,inconsistent,unknown
42163,periodic,inconsistent,unknown
17588,periodic,inconsistent,unknown
66082,periodic,inconsistent,unknown
47307,periodic,inconsistent,unknown
29335,periodic,dependent,unknown
6644,periodic,inconsistent,unknown
62491,periodic,inconsistent,unknown
12696,periodic,inconsistent,unknown
49265,periodic,inconsistent,unknown
22494,periodic,inconsistent,unknown
8628,periodic,inconsistent,unknown
41229,periodic,inconsistent,unknown
1803,intermittent,inconsistent,unknown
33232,periodic,inconsistent,unknown
24295,periodic,inconsistent,unknown
5580,periodic,inconsistent,unknown
16411,periodic,inconsistent,unknown
920,intermittent,inconsistent,unknown
27253,intermittent,single prefix,structured
59294,periodic,inconsistent,unknown
91985,intermittent,independent,structured
53712,periodic,independent,unknown
34276,periodic,inconsistent,unknown
63947,intermittent,single prefix,structured
25259,periodic,inconsistent,unknown
4062,periodic,inconsistent,unknown
85303,periodic,independent,structured
31334,intermittent,inconsistent,unknown
12697,periodic,inconsistent,unknown
30379,periodic,inconsistent,unknown
41230,periodic,inconsistent,unknown
62492,periodic,inconsistent,unknown
36524,periodic,inconsistent,unknown
29336,periodic,dependent,unknown
15551,periodic,inconsistent,unknown
84478,intermittent,independent,structured
6645,periodic,inconsistent,unknown
23541,one-off,single prefix,structured
47308,periodic,inconsistent,unknown
17589,periodic,inconsistent,unknown
10528,periodic,inconsistent,unknown
71354,periodic,independent,unknown
19479,periodic,independent,unknown
68891,periodic,independent,unknown
76491,periodic,independent,unknown
75259,periodic,independent,unknown
46174,intermittent,inconsistent,unknown
44901,periodic,independent,unknown
82644,periodic,independent,unknown
74028,periodic,independent,unknown
70124,periodic,independent,unknown
55803,periodic,inconsistent,unknown
72579,periodic,independent,unknown
57045,periodic,inconsistent,unknown
78952,periodic,independent,unknown
80182,periodic,independent,unknown
81413,periodic,independent,unknown
64297,periodic,inconsistent,unknown
77723,periodic,independent,unknown
33233,periodic,inconsistent,unknown
85304,periodic,independent,structured
49594,one-off,single prefix,structured
14465,periodic,inconsistent,unknown
29856,intermittent,single prefix,structured
41231,periodic,inconsistent,unknown
22495,periodic,inconsistent,unknown
61907,periodic,single prefix,structured
1804,intermittent,inconsistent,unknown
51332,periodic,inconsistent,unknown
55804,periodic,inconsistent,unknown
14466,periodic,inconsistent,unknown
5581,periodic,inconsistent,unknown
65757,intermittent,single prefix,structured
26181,intermittent,single prefix,structured
65775,intermittent,inconsistent,unknown
29337,periodic,dependent,unknown
13640,intermittent,inconsistent,unknown
24296,periodic,inconsistent,unknown
30380,periodic,inconsistent,unknown
74,periodic,independent,unknown
2820,intermittent,inconsistent,unknown
9474,periodic,inconsistent,unknown
25260,periodic,inconsistent,unknown
31335,intermittent,inconsistent,unknown
59295,periodic,inconsistent,unknown
36173,periodic,independent,unknown
46175,intermittent,inconsistent,unknown
39682,periodic,single prefix,structured
44706,one-off,single prefix,structured
48286,periodic,inconsistent,unknown
53713,periodic,independent,unknown
49266,periodic,inconsistent,unknown
10529,periodic,inconsistent,unknown
49656,periodic,independent,unknown
85305,periodic,independent,structured
5582,periodic,inconsistent,unknown
52316,periodic,inconsistent,unknown
42164,periodic,inconsistent,unknown
36525,periodic,inconsistent,unknown
47309,periodic,inconsistent,unknown
42903,intermittent,inconsistent,unknown
29338,periodic,dependent,unknown
60817,periodic,inconsistent,unknown
48287,periodic,inconsistent,unknown
71355,periodic,independent,unknown
19480,periodic,independent,unknown
68892,periodic,independent,unknown
76492,periodic,independent,unknown
92072,one-off,single prefix,structured
75260,periodic,independent,unknown
44902,periodic,independent,unknown
82645,periodic,independent,unknown
74029,periodic,independent,unknown
70125,periodic,independent,unknown
72580,periodic,independent,unknown
78953,periodic,independent,unknown
80183,periodic,independent,unknown
81414,periodic,independent,unknown
64298,periodic,inconsistent,unknown
77724,periodic,independent,unknown
32457,periodic,independent,unknown
34277,periodic,inconsistent,unknown
85306,periodic,independent,structured
57046,periodic,inconsistent,unknown
64057,one-off,single prefix,structured
42165,periodic,inconsistent,unknown
87055,one-off,single prefix,structured
